url,favs_lognorm
https://habrahabr.ru/post/314080/,0.42905970817528066
https://habrahabr.ru/company/plesk/blog/313732/,-1.0867762625391908
https://habrahabr.ru/company/etagi/blog/314000/,0.6620283704388901
https://habrahabr.ru/company/knopka/blog/314030/,0.5162795035384948
https://geektimes.ru/company/audiomania/blog/282058/,1.145006412806943
https://habrahabr.ru/company/pechkin/blog/314066/,0.27853069522963114
https://habrahabr.ru/company/first/blog/314106/,0.5355358083163746
https://habrahabr.ru/company/vasexperts/blog/313558/,0.23305249732390443
https://habrahabr.ru/post/314108/,1.6608887246568074
https://habrahabr.ru/company/cbs/blog/313830/,0.24227754694966536
https://habrahabr.ru/company/jugru/blog/313908/,0.22337490619664835
https://habrahabr.ru/post/314110/,0.36136474423060577
https://habrahabr.ru/company/pt/blog/314112/,0.020161578151290882
https://habrahabr.ru/company/solarsecurity/blog/312056/,0.07088864408306658
https://habrahabr.ru/post/314114/,0.7992897245855588
https://habrahabr.ru/post/314118/,1.315329384665413
https://habrahabr.ru/post/314122/,0.5263533678841881
https://geektimes.ru/company/dadget/blog/281786/,0.12169236935102323
https://habrahabr.ru/company/kickidler/blog/314042/,-0.4437860588552204
https://habrahabr.ru/company/it-grad/blog/312042/,-0.11160651053214116
https://habrahabr.ru/company/1cloud/blog/314022/,-0.24783436663872505
https://habrahabr.ru/post/314126/,-0.6488844577722697
https://habrahabr.ru/post/313966/,0.44182266797535436
https://habrahabr.ru/company/piter/blog/314120/,0.4560519685756198
https://geektimes.ru/post/282094/,0.14555263657495865
https://habrahabr.ru/company/regionsoft/blog/314130/,-0.3373883685319792
https://habrahabr.ru/company/ru_mts/blog/314134/,0.369269685690237
https://habrahabr.ru/post/314028/,0.6610975189311299
https://habrahabr.ru/post/314136/,-0.1610036035771666
https://habrahabr.ru/post/313904/,0.29022011132081976
https://habrahabr.ru/post/314140/,0.5797086114659034
https://habrahabr.ru/company/acronis/blog/309688/,-0.0052202200260493825
https://geektimes.ru/post/282096/,-0.41235308637619306
https://habrahabr.ru/post/314142/,0.05983452715472254
https://habrahabr.ru/company/ivideon/blog/314138/,0.19369095791329088
https://geektimes.ru/post/282104/,0.331222561875166
https://geektimes.ru/post/282102/,-0.29381317385231254
https://geektimes.ru/post/282016/,-0.07315476968719398
https://geektimes.ru/company/piter/blog/282106/,0.31721875454274945
https://habrahabr.ru/post/314150/,0.2866111411999659
https://habrahabr.ru/company/mailru/blog/313880/,1.2627428209183575
https://geektimes.ru/company/comfortway/blog/282108/,-0.09822092261503484
https://habrahabr.ru/company/erlyvideo/blog/314146/,-0.17931373936295347
https://geektimes.ru/company/atlasbiomed/blog/282110/,0.3074224099707621
https://habrahabr.ru/company/npl/blog/314160/,0.0891299156962172
https://habrahabr.ru/company/edison/blog/314094/,-0.22841203697672519
https://geektimes.ru/post/282112/,-0.5146339890583022
https://habrahabr.ru/company/ruvds/blog/314166/,0.4323310972461858
https://geektimes.ru/company/gearbest/blog/282114/,0.05905065305579277
https://habrahabr.ru/post/314172/,0.8721242303121334
https://geektimes.ru/post/282116/,0.4805033668393182
https://geektimes.ru/company/intel/blog/282026/,0.2018319547374612
https://habrahabr.ru/post/313776/,1.7724170449218204
https://habrahabr.ru/post/314174/,0.23876422410494397
https://geektimes.ru/post/282118/,1.1041871773050487
https://geektimes.ru/post/282122/,0.5812737782509066
https://habrahabr.ru/company/FastVPS/blog/314178/,-0.48429121260919017
https://habrahabr.ru/post/314180/,0.5539833495717967
https://geektimes.ru/post/282446/,0.4402519971806522
https://habrahabr.ru/post/314184/,1.0097711779774299
https://habrahabr.ru/post/313954/,-0.6471289655049685
https://habrahabr.ru/post/314186/,0.7906321183974168
https://geektimes.ru/post/282124/,-0.4296854264377298
https://habrahabr.ru/post/314190/,-1.163828256622661
https://geektimes.ru/company/madrobots/blog/282126/,0.5972819630272357
https://habrahabr.ru/post/314188/,-0.043030535460498565
https://geektimes.ru/post/282128/,0.5284815696670294
https://habrahabr.ru/post/314194/,0.4780421051360937
https://geektimes.ru/post/282132/,-0.9999760436550583
https://habrahabr.ru/post/314208/,0.3193163538135265
https://habrahabr.ru/post/312352/,0.01599422560212338
https://habrahabr.ru/post/314202/,0.11139289105694569
https://habrahabr.ru/post/314210/,1.1665789918663756
